310.4,274,92,346.8,237.6,128.4,19.2,55.6,164.8,201.2
310.4,55.6,19.2,92,164.8,128.4,201.2,237.6,274,346.8
274,346.8,19.2,128.4,201.2,92,55.6,164.8,310.4,237.6
201.2,346.8,55.6,19.2,92,128.4,237.6,274,164.8,310.4
92,55.6,274,128.4,310.4,346.8,164.8,201.2,19.2,237.6
164.8,19.2,237.6,310.4,274,201.2,128.4,92,346.8,55.6
31.545,118.69,160.66,271.47,66.425,14.655,125.38,143.38,233.76,195.84
75.725,178.05,14.655,124.27,216.38,135.49,125.16,48.525,253.38,119.21
233.76,136.19,119.21,240.33,48.525,57.125,225.88,105.16,125.16,17.685
186.04,251.16,110.92,124.27,11.625,48.525,75.725,157.13,99.285,302.62
136.19,162.48,225.88,86.345,175.93,338.11,11.625,152.37,71.075,40.035
171.99,118.69,105.16,240.33,184.63,18.695,135.79,198.99,34.375,80.375
198.99,302.62,14.655,57.125,92.815,175.93,45.695,86.045,160.06,253.38
48.525,52.475,9.605,302.62,160.06,165.81,216.38,212.13,118.69,119.21
302.62,225.88,47.825,198.99,207.77,86.345,13.645,51.355,127.5,125.38
302.62,31.545,14.655,61.775,119.21,112.22,105.16,148.13,253.38,285.94
239.63,320.72,18.695,105.75,155.71,66.425,28.715,102.63,178.05,160.06
186.04,303.33,34.375,14.655,75.725,73.405,231.63,143.38,119.21,209.19
47.825,34.375,267.13,118.69,209.19,285.94,127.5,145.6,16.675,136.19
102.63,18.695,195.84,178.05,198.38,155.71,66.935,61.775,303.33,51.355
8.6363,65.732,152.67,95.666,4.2713,7.1448,19.656,107.78,198.85,127.65
42.099,133.79,1.6827,81.122,54.844,48.07,19.625,46.149,215.52,54.192
12.638,34.799,66.013,156.57,46.149,48.706,102.19,16.623,94.124,6.8397
158.28,163.6,6.4958,56.469,6.8438,17.634,19.681,149.32,15.743,227.21
48.318,73.668,124.68,5.2672,132.19,220.12,10.031,144.8,18.519,6.8553
43.746,65.732,89.532,108.7,175.44,14.271,7.7393,30.698,22.694,28.781
10.899,227.21,7.1448,15.031,33.135,27.239,43.46,56.279,88.48,215.52
22.386,19.016,8.3143,197.05,24.858,9.2408,54.844,159.34,112.81,66.013
287.53,147.17,3.3413,70.295,156.08,47.94,6.6902,43.802,32.624,19.656
46.242,20.854,5.7793,58.736,89.654,51.051,6.2078,81.919,215.52,72.234
156.11,176.84,3.6542,90.042,39.676,23.899,2.3857,77.219,169.2,72.575
102.77,106.81,22.694,12.607,34.626,19.101,173.98,22.356,113.29,11.41
22.071,29.369,147.37,6.8847,32.229,214.7,32.624,94.987,6.4862,129.44
36.569,8.9627,186.1,9.8527,129.29,39.676,57.045,34.426,227.74,8.5533
19.2,92,310.4,237.6,128.4,55.6,346.8,201.2,164.8,274
164.8,55.6,310.4,128.4,92,201.2,274,346.8,237.6,19.2
19.2,128.4,346.8,92,310.4,164.8,237.6,201.2,274,55.6
92,201.2,128.4,19.2,310.4,55.6,346.8,237.6,274,164.8
128.4,164.8,201.2,310.4,274,19.2,92,55.6,237.6,346.8
128.4,274,201.2,92,164.8,19.2,237.6,310.4,346.8,55.6
19.2,201.2,310.4,128.4,346.8,55.6,92,237.6,164.8,274
346.8,19.2,55.6,128.4,237.6,274,310.4,164.8,92,201.2
237.6,201.2,128.4,274,346.8,310.4,19.2,92,164.8,55.6
164.8,201.2,19.2,310.4,92,55.6,128.4,346.8,274,237.6
310.4,346.8,274,164.8,201.2,128.4,55.6,19.2,92,237.6
19.2,237.6,310.4,201.2,128.4,274,55.6,164.8,92,346.8
274,310.4,55.6,128.4,346.8,92,164.8,201.2,237.6,19.2
55.6,237.6,164.8,346.8,19.2,274,201.2,310.4,128.4,92
10.615,85.025,162.48,183.92,112.22,45.695,338.11,145.6,102.63,184.63
144.08,31.545,224.76,105.75,71.075,135.49,170.88,181.59,219.7,18.695
10.615,99.285,181.59,85.025,193.63,144.08,160.06,145.6,267.13,45.695
47.825,196.15,105.75,13.645,178.05,51.355,233.76,183.92,170.88,144.08
105.75,110.92,196.15,193.63,239.63,10.615,85.025,40.035,183.92,181.59
125.16,184.63,165.81,80.375,119.21,9.605,148.13,178.05,320.72,42.865
14.655,115.27,162.48,105.75,216.38,51.355,66.425,160.06,144.08,267.13
268.55,17.685,34.375,73.405,160.06,267.13,224.76,144.08,47.825,165.81
136.19,175.93,79.875,267.13,268.55,224.76,15.665,85.025,110.92,28.715
86.045,155.71,15.665,224.76,89.675,31.545,79.875,303.33,253.38,160.06
287.04,233.76,143.38,135.79,145.6,73.405,34.375,16.675,71.075,231.63
12.635,171.99,271.47,196.15,79.875,157.13,42.865,135.79,85.025,181.59
170.88,302.62,51.355,105.75,198.99,61.775,86.045,145.6,207.77,14.655
34.375,183.92,110.92,303.33,15.665,143.38,115.27,302.62,118.69,66.425
4.3652,38.811,41.371,156.48,73.296,25.582,253.83,138.37,16.244,10.181
65.384,2.5273,191.2,58.615,46.549,101.86,26.481,64.208,208.77,5.4238
9.1728,64.885,28.089,22.006,183.99,79.691,56.669,8.2298,120.76,34.521
22.071,166.87,79.566,7.9548,9.8527,8.5533,152.3,46.729,60.456,136.92
48.14,39.47,108.33,145.47,36.794,9.1728,5.2013,10.759,119.89,172.57
7.2082,175.44,141.09,36.719,18.731,7.4538,37.781,62.969,176.84,28.212
8.5103,40.993,138.26,27.189,205.61,8.5533,50.069,8.9528,65.384,173.98
121.4,16.851,2.6688,55.304,56.669,67.531,124.07,93.999,40.801,25.722
129.44,44.731,68.044,120.76,94.641,124.07,3.1997,64.019,6.4958,19.015
73.288,101.56,3.1997,56.941,67.506,14.745,4.9437,167.28,89.331,152.1
101.12,198.85,22.356,129.05,66.068,19.101,19.356,11.189,53.556,12.532
2.7452,112.14,122.71,186.39,68.044,118.09,11.466,7.7393,30.409,100.33
60.456,76.404,48.837,16.713,129.69,46.581,47.775,123.91,94.049,1.6827
22.694,156.48,28.479,137.05,14.932,107.78,6.7133,46.242,65.732,23.899
0.65035,0.75025,0.85015,0.15085,0.45055,0.55045,0.35065,0.05095,0.25075,0.95005
